sheet_row,company_name,url,contact_url,proposal_class,previous_comment,group,decision,comment,adopted,client_hits,service_hits,recurring_hits,negative_hits,form_ok,official_status,contact_status,evidence_urls,prior_classification
961,太美工芸株式会社,https://www.taibi.co.jp/,https://www.taibi.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.taibi.co.jp/ ; https://www.taibi.co.jp/company/message/ ; https://www.taibi.co.jp/sticker/#sticker_anchor08｜監査日=2026-08-12,yes,店舗,,,,yes,200,200,https://www.taibi.co.jp/ / https://www.taibi.co.jp/company/message/ / https://www.taibi.co.jp/sticker/#sticker_anchor08,review_membership_only
962,安城印刷株式会社,https://www.a-print.co.jp/,https://www.a-print.co.jp/formmail/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.a-print.co.jp/ ; https://www.a-print.co.jp/service/ ; https://www.a-print.co.jp/company/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.a-print.co.jp/ / https://www.a-print.co.jp/service/ / https://www.a-print.co.jp/company/,review_membership_only
963,富士凸版印刷株式会社,https://fujitoppan.co.jp/,https://fujitoppan.co.jp/contact,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=お客様の事業｜受託=web制作 / ブランディング｜継続支援=明記あり：定期的見直しを行い継続的な改善 / 継続的な改善｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://fujitoppan.co.jp/ ; https://fujitoppan.co.jp/company/ ; https://fujitoppan.co.jp/web_service/｜監査日=2026-08-12,yes,お客様の事業,web制作 / ブランディング,定期的見直しを行い継続的な改善 / 継続的な改善,,yes,200,200,https://fujitoppan.co.jp/ / https://fujitoppan.co.jp/company/ / https://fujitoppan.co.jp/web_service/,review_weak_hub
964,富士印刷株式会社,https://fuji-insatu.co.jp/,https://fuji-insatu.co.jp/contact,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記あり：定期的に見直し、その継続的な改善 / 継続的改善｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://fuji-insatu.co.jp/ ; https://fuji-insatu.co.jp/about/ ; https://fuji-insatu.co.jp/worksgallery/｜監査日=2026-08-12,yes,,,定期的に見直し、その継続的な改善 / 継続的改善,,yes,200,200,https://fuji-insatu.co.jp/ / https://fuji-insatu.co.jp/about/ / https://fuji-insatu.co.jp/worksgallery/,review_membership_only
965,川口合成株式会社,https://www.kawaguchi-gosei.com/,https://www.kawaguchi-gosei.com/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.kawaguchi-gosei.com/ ; https://www.kawaguchi-gosei.com/business/ ; https://www.kawaguchi-gosei.com/company/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.kawaguchi-gosei.com/ / https://www.kawaguchi-gosei.com/business/ / https://www.kawaguchi-gosei.com/company/,review_membership_only
966,昭和印刷株式会社,https://www.showa-printing.co.jp/,https://www.showa-printing.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.showa-printing.co.jp/ ; https://www.showa-printing.co.jp/aboutus/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.showa-printing.co.jp/ / https://www.showa-printing.co.jp/aboutus/,review_membership_only
967,有限会社シンセイ印刷,https://ndprint.jp/,https://ndprint.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=お客様の課題｜受託=プロモーション｜継続支援=明記あり：定期的に更新｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://ndprint.jp/ ; https://ndprint.jp/ ; https://ndprint.jp/service/｜監査日=2026-08-12,yes,お客様の課題,プロモーション,定期的に更新,,yes,200,200,https://ndprint.jp/ / https://ndprint.jp/ / https://ndprint.jp/service/,review_weak_hub
968,有限会社タカハシ印刷,http://www.takahashiinsatsu.com/,http://www.takahashiinsatsu.com/index.php?%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=スクール｜受託=web制作｜継続支援=明記あり：更新料だのサーバー費だの月額｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://www.takahashiinsatsu.com/ ; http://www.takahashiinsatsu.com/index.php?%E8%A8%AD%E5%82%99%E3%83%BB%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9 ; http://www.takahashiinsatsu.com/index.php?%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%EF%BC%8F%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9｜監査日=2026-08-12,yes,スクール,web制作,更新料だのサーバー費だの月額,,yes,200,200,http://www.takahashiinsatsu.com/ / http://www.takahashiinsatsu.com/index.php?%E8%A8%AD%E5%82%99%E3%83%BB%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9 / http://www.takahashiinsatsu.com/index.php?%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%EF%BC%8F%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9,review_weak_hub
969,有限会社丹羽グランド,https://www.niwa-grand.co.jp/,https://www.niwa-grand.co.jp/otoiawase/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=店舗 / お客様の課題｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.niwa-grand.co.jp/ ; https://www.niwa-grand.co.jp/tokucho/ ; https://www.niwa-grand.co.jp/fast/nyukou/｜監査日=2026-08-12,yes,店舗 / お客様の課題,,,,yes,200,200,https://www.niwa-grand.co.jp/ / https://www.niwa-grand.co.jp/tokucho/ / https://www.niwa-grand.co.jp/fast/nyukou/ / https://www.niwa-grand.co.jp/kaisha/,review_membership_only
970,有限会社和弘印刷,https://www.wako-pri.co.jp/,https://www.wako-pri.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.wako-pri.co.jp/ ; https://www.wako-pri.co.jp/company/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.wako-pri.co.jp/ / https://www.wako-pri.co.jp/company/,review_membership_only
971,有限会社西尾印刷所,https://nishioprinting.com/,https://nishioprinting.com/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://nishioprinting.com/ ; https://nishioprinting.com/about/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://nishioprinting.com/ / https://nishioprinting.com/about/,review_membership_only
972,木村紙商事株式会社,https://www.re-papyrus.com/,https://www.re-papyrus.com/お問い合わせ/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.re-papyrus.com/ ; https://www.re-papyrus.com/about/ ; https://www.re-papyrus.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/｜監査日=2026-08-12,no,,,,,no,200,200,https://www.re-papyrus.com/ / https://www.re-papyrus.com/about/ / https://www.re-papyrus.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/,review_membership_only
973,株式会社アオイグラビア,http://www.aoi-g.co.jp/,https://www.aoi-g.co.jp/mail/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://www.aoi-g.co.jp/ ; https://www.aoi-g.co.jp/service/ ; https://www.aoi-g.co.jp/works/｜監査日=2026-08-12,yes,,,,,yes,200,200,http://www.aoi-g.co.jp/ / https://www.aoi-g.co.jp/service/ / https://www.aoi-g.co.jp/works/ / https://www.aoi-g.co.jp/company/,review_membership_only
974,株式会社サンジュ堂印刷,https://sanjudo.jp/,https://sanjudo.jp/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://sanjudo.jp/ ; https://sanjudo.jp/#about ; https://sanjudo.jp/#service｜監査日=2026-08-12,yes,,,,,yes,200,200,https://sanjudo.jp/ / https://sanjudo.jp/#about / https://sanjudo.jp/#service,review_membership_only
975,株式会社タツミ,https://www.tatsumi-net.com/,https://www.tatsumi-net.com/お問い合わせ,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.tatsumi-net.com/ ; https://www.tatsumi-net.com/%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.tatsumi-net.com/ / https://www.tatsumi-net.com/%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9,review_membership_only
976,株式会社フジカ,https://www.fujika1970.co.jp/,https://www.fujika1970.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記あり：継続的に改善｜窓口=実フォーム確認｜根拠URL=https://www.fujika1970.co.jp/ ; https://www.fujika1970.co.jp/about/ ; https://www.fujika1970.co.jp/about/#tab1｜監査日=2026-08-12,no,,,継続的に改善,卸売,yes,200,200,https://www.fujika1970.co.jp/ / https://www.fujika1970.co.jp/about/ / https://www.fujika1970.co.jp/about/#tab1,review_membership_only
977,株式会社マルワ,https://www.maruwanet.co.jp/,https://www.maruwanet.co.jp/ask/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=中小企業 / 企業向け / お客様の事業｜受託=サイト制作 / 広告代理 / 販売促進 / プロモーション｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.maruwanet.co.jp/ ; https://www.maruwanet.co.jp/about/ ; https://www.maruwanet.co.jp/business/｜監査日=2026-08-12,yes,中小企業 / 企業向け / お客様の事業,サイト制作 / 広告代理 / 販売促進 / プロモーション,,,yes,200,200,https://www.maruwanet.co.jp/ / https://www.maruwanet.co.jp/about/ / https://www.maruwanet.co.jp/business/,keep_partner_fit
978,株式会社ミデコクリエイションズ,http://mideco.jp/,https://mideco.jp/contact,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=お客様の事業｜受託=ホームページ制作 / 販促支援 / プロモーション｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=http://mideco.jp/ ; https://mideco.jp/service ; https://mideco.jp/service/policy｜監査日=2026-08-12,no,お客様の事業,ホームページ制作 / 販促支援 / プロモーション,,,no,200,200,http://mideco.jp/ / https://mideco.jp/service / https://mideco.jp/service/policy,keep_partner_fit
979,株式会社光文堂,https://www.kobundo.co.jp/,https://www.kobundo.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認・SaaS・設備・商材等が中心｜【確認事実】顧客=整備工場 / 中小企業 / お客様の事業｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.kobundo.co.jp/ ; https://www.kobundo.co.jp/catalogue_category/%E5%B0%81%E5%85%A5%E5%B0%81%E7%B7%98%E6%A9%9F-%EF%BC%8F-%E9%96%8B%E5%B0%81%E6%A9%9F-%EF%BC%8F%E9%83%B5%E4%BE%BF%E6%96%99%E9%87%91%E8%A8%88%E5%99%A8/ ; https://www.kobundo.co.jp/about/｜監査日=2026-08-12,no,整備工場 / 中小企業 / お客様の事業,,,機器メーカー,no,200,200,https://www.kobundo.co.jp/ / https://www.kobundo.co.jp/catalogue_category/%E5%B0%81%E5%85%A5%E5%B0%81%E7%B7%98%E6%A9%9F-%EF%BC%8F-%E9%96%8B%E5%B0%81%E6%A9%9F-%EF%BC%8F%E9%83%B5%E4%BE%BF%E6%96%99%E9%87%91%E8%A8%88%E5%99%A8/ / https://www.kobundo.co.jp/about/ / https://www.kobundo.co.jp/about/#tab01/,review_large_scale
980,株式会社岡田印刷,https://okada-printing.com/,https://okada-printing.com/contact.html,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=中小企業｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://okada-printing.com/ ; https://okada-printing.com/about.html ; https://okada-printing.com/services.html｜監査日=2026-08-12,yes,中小企業,,,,yes,200,200,https://okada-printing.com/ / https://okada-printing.com/about.html / https://okada-printing.com/services.html,review_membership_only
981,株式会社愛知印刷工業,http://aichi-p.co.jp/,https://aichi-p.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://aichi-p.co.jp/ ; https://aichi-p.co.jp/company/ ; https://aichi-p.co.jp/works/｜監査日=2026-08-12,yes,,,,,yes,200,200,http://aichi-p.co.jp/ / https://aichi-p.co.jp/company/ / https://aichi-p.co.jp/works/ / https://aichi-p.co.jp/company/company-profile/,review_membership_only
982,株式会社文方社,https://bunposha.co.jp/,https://bunposha.co.jp/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://bunposha.co.jp/ ; https://bunposha.co.jp/#company｜監査日=2026-08-12,no,,,,,no,200,200,https://bunposha.co.jp/ / https://bunposha.co.jp/#company,review_membership_only
983,株式会社活英社,https://katsueisha.com/,https://katsueisha.com/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=広告代理｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://katsueisha.com/ ; https://katsueisha.com/service/ ; https://katsueisha.com/company/｜監査日=2026-08-12,yes,,広告代理,,機器販売,yes,200,200,https://katsueisha.com/ / https://katsueisha.com/service/ / https://katsueisha.com/company/,review_weak_hub
984,株式会社鈴活印刷,http://suzukatsu.com/,http://suzukatsu.com/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=クライアント｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://suzukatsu.com/ ; http://suzukatsu.com/company/ ; http://suzukatsu.com/business/｜監査日=2026-08-12,yes,クライアント,,,,yes,200,200,http://suzukatsu.com/ / http://suzukatsu.com/company/ / http://suzukatsu.com/business/,review_membership_only
985,株式会社隆文社,https://www.ryubunsha.co.jp/,https://www.ryubunsha.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=販売促進 / ブランディング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.ryubunsha.co.jp/ ; https://www.ryubunsha.co.jp/service/ ; https://www.ryubunsha.co.jp/company/｜監査日=2026-08-12,yes,,販売促進 / ブランディング,,,yes,200,200,https://www.ryubunsha.co.jp/ / https://www.ryubunsha.co.jp/service/ / https://www.ryubunsha.co.jp/company/,review_weak_hub
986,神田印刷工業株式会社,https://www.kanda-p.co.jp/,https://www.kanda-p.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=クライアント様｜受託=デジタルマーケティング / 販売促進｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.kanda-p.co.jp/ ; https://www.kanda-p.co.jp/#SERVICE ; https://www.kanda-p.co.jp/movieworks/｜監査日=2026-08-12,yes,クライアント様,デジタルマーケティング / 販売促進,,,yes,200,200,https://www.kanda-p.co.jp/ / https://www.kanda-p.co.jp/#SERVICE / https://www.kanda-p.co.jp/movieworks/ / https://www.kanda-p.co.jp/corporate/,keep_partner_fit
987,菱源株式会社,https://hishigen.co.jp/,https://hishigen.co.jp/about-offset-printing,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=web制作 / ブランディング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://hishigen.co.jp/ ; https://hishigen.co.jp/about-privacy ; https://hishigen.co.jp/business-continuity-plan｜監査日=2026-08-12,no,,web制作 / ブランディング,,,no,200,200,https://hishigen.co.jp/ / https://hishigen.co.jp/about-privacy / https://hishigen.co.jp/business-continuity-plan,review_weak_hub
988,長苗印刷株式会社,https://www.naganae.co.jp/,https://www.naganae.co.jp/contact/index.php,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=店舗｜受託=プロモーション｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.naganae.co.jp/ ; https://www.naganae.co.jp/about.html ; https://www.naganae.co.jp/｜監査日=2026-08-12,yes,店舗,プロモーション,,,yes,200,200,https://www.naganae.co.jp/ / https://www.naganae.co.jp/about.html / https://www.naganae.co.jp/ / https://www.naganae.co.jp/outline.html,keep_partner_fit
989,駒田印刷株式会社,http://www.kp-c.co.jp/,https://www.kp-c.co.jp/business-information/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=クライアント｜受託=ホームページ制作 / プロモーション｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=http://www.kp-c.co.jp/ ; https://www.kp-c.co.jp/business-information/ ; https://www.kp-c.co.jp/business-information/printing/｜監査日=2026-08-12,no,クライアント,ホームページ制作 / プロモーション,,,no,200,200,http://www.kp-c.co.jp/ / https://www.kp-c.co.jp/business-information/ / https://www.kp-c.co.jp/business-information/printing/,keep_partner_fit
1102,アオヤギ株式会社,https://aoyagi-f.co.jp/,https://aoyagi-f.co.jp/information/9/detail,S｜地域印刷・販促物・ポスティング支援,福岡県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://aoyagi-f.co.jp/ ; https://aoyagi-f.co.jp/pickup/8/detail ; https://aoyagi-f.co.jp/service/service01.html｜監査日=2026-08-12,no,店舗,,,,no,200,200,https://aoyagi-f.co.jp/ / https://aoyagi-f.co.jp/pickup/8/detail / https://aoyagi-f.co.jp/service/service01.html / https://aoyagi-f.co.jp/service/service04.html,keep_partner_fit
1103,ツカサ印刷株式会社,https://tsukasa-printing.com/,https://tsukasa-printing.com/contact.php,S｜地域印刷・販促物・ポスティング支援,福岡県印刷工業組合公式会員：商業印刷・販促物・企画制作,B,除外｜B｜S｜地域印刷・販促物・ポスティング支援,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://tsukasa-printing.com/ ; https://tsukasa-printing.com/advertising.php ; https://tsukasa-printing.com/company.php｜監査日=2026-08-12,no,,,,,no,200,200,https://tsukasa-printing.com/ / https://tsukasa-printing.com/advertising.php / https://tsukasa-printing.com/company.php / https://tsukasa-printing.com/company.php#factory,review_membership_only
