sheet_row,company_name,url,contact_url,proposal_class,existing_evidence,classification,reason,official_status,final_url,positive_hits,hub_hits,weak_hits,membership_only,employees_detected,offices_detected,capital_man_detected,listed_signal,national_scale_signal,existing_enterprise_class,existing_enterprise_match,evidence_urls
1592,株式会社ライブアド,https://www.livead.co.jp/,https://www.livead.co.jp/contact/,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://www.livead.co.jp/,制作実績,,,no,,,,no,no,,,https://www.livead.co.jp/about.html
1593,株式会社ラインナップ,https://www.lineup-grp.jp/,https://www.lineup-grp.jp/contact/,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.lineup-grp.jp/,,店舗 / クライアント,内装工事,no,161,,,no,no,,,https://www.lineup-grp.jp/company/ / https://www.lineup-grp.jp/business/
1594,株式会社ラボ東京,https://labtokyo.co.jp/,https://labtokyo.co.jp/contact.php,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://labtokyo.co.jp/,,ホテル / クライアント,,no,25,,1000,no,no,,,https://labtokyo.co.jp/#link_service / https://labtokyo.co.jp/company.php
1595,株式会社リグリード,https://liglead.co.jp/,https://liglead.co.jp/contact.html,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://liglead.co.jp/,,店舗 / ホテル,,no,,,700,no,no,,,https://liglead.co.jp/business.html / https://liglead.co.jp/company.html
1596,株式会社レインボウ,https://www.kk-rainbow.co.jp/,https://www.kk-rainbow.co.jp/contact/,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.kk-rainbow.co.jp/,,サロン / ホテル,,no,,,,no,no,,,https://www.kk-rainbow.co.jp/aboutus/ / https://www.kk-rainbow.co.jp/business/
1597,株式会社ワンウェイ,https://www.one-way.co.jp/,https://www.one-way.co.jp/contact_us,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,0,https://www.one-way.co.jp/,,,,no,,,,no,no,,,
1598,株式会社ワールドカラー,https://www.worldcolor.co.jp/,https://www.worldcolor.co.jp/contact,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.worldcolor.co.jp/,web制作 / ホームページ制作 / webマーケ / 広告代理 / 販促支援 / 販売促進,店舗 / 写真館 / 中小企業 / クライアント,,no,30,,,no,no,,,https://www.worldcolor.co.jp/service/ / https://www.worldcolor.co.jp/company/
1599,株式会社三美堂,https://sanbido.info/,https://sanbido.info/contact,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://sanbido.info/,,店舗 / クリニック / 飲食店 / ホテル / クライアント,,no,,,,no,no,,,https://sanbido.info/company/
1600,株式会社中京アドサイン,https://www.chukyo-ad.co.jp/,https://www.chukyo-ad.co.jp/contact,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.chukyo-ad.co.jp/,広告代理,店舗,,no,20,,1000,no,no,,,https://www.chukyo-ad.co.jp/service / https://www.chukyo-ad.co.jp/company
1601,株式会社中村住装,https://www.juso.co.jp/,https://www.juso.co.jp/contact/,H｜店舗内装・設計施工・什器・設備支援,日本ディスプレイ業団体連合会公式構成員：店舗・商業空間の企画設計・施工支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.juso.co.jp/,販売促進,店舗 / ホテル,内装工事,no,45,,4000,no,no,,,https://www.juso.co.jp/company/
1602,株式会社フォルト,https://www.fort-net.com/,https://www.fort-net.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.fort-net.com/,,店舗 / 工務店,,no,,,,no,no,,,https://www.fort-net.com/services/ / https://www.fort-net.com/services/#importance
1603,株式会社プラスアート,http://www.plusart.co.jp/,http://www.plusart.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://www.plusart.co.jp/,,,,no,,,,no,no,,,http://www.plusart.co.jp/service/ / http://www.plusart.co.jp/about/
1604,株式会社ユーネクサス,https://u-nexus.co.jp/,https://u-nexus.co.jp/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://u-nexus.co.jp/,,,,no,12,,,no,no,,,https://u-nexus.co.jp/company/
1605,株式会社ライト工芸,https://raito.biz/,https://raito.biz/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://raito.biz/,,店舗,,no,15,,1000,no,no,,,https://raito.biz/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85 / https://raito.biz/%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9
1606,株式会社三新,https://www.sanshin-ss.co.jp/,https://www.sanshin-ss.co.jp?page_id=49,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.sanshin-ss.co.jp/,,店舗,,no,,,,no,no,,,https://www.sanshin-ss.co.jp/gaiyou
1607,株式会社共美工芸,https://k-kyobi.co.jp/,https://k-kyobi.co.jp/%e6%8e%a1%e7%94%a8%e6%83%85%e5%a0%b1/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://k-kyobi.co.jp/,,店舗 / ホテル,,no,,,,no,no,,,https://k-kyobi.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/ / https://k-kyobi.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81-3/
1608,株式会社協同工芸社,https://kyodokogei.co.jp/,https://kyodokogei.co.jp/contact-dl/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://kyodokogei.co.jp/,動画制作 / プロモーション,店舗 / 飲食店 / 中小企業,,no,129,,300,no,no,,,https://kyodokogei.co.jp/company/ / https://kyodokogei.co.jp/about-us/
1609,株式会社原町サイン,https://www.hm-sign.com/,https://www.hm-sign.com/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://www.hm-sign.com/,広告代理,,,no,35,,1000,no,no,,,https://www.hm-sign.com/service / https://www.hm-sign.com/company
1610,株式会社友菱,https://www.tomobishi.co.jp/,https://www.tomobishi.co.jp/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.tomobishi.co.jp/,,,,no,124,,,no,no,,,https://www.tomobishi.co.jp/company / https://www.tomobishi.co.jp/business
1611,株式会社坂本美工,http://www.sakabi.co.jp/index.html,http://www.sakabi.co.jp/contact.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://www.sakabi.co.jp/index.html,,,,no,,,,no,no,,,http://www.sakabi.co.jp/service.html / http://www.sakabi.co.jp/about.html
1612,株式会社天洋工芸,http://tenyoukougei.com/,http://tenyoukougei.com/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://tenyoukougei.com/,,,,no,,,,no,no,,,http://tenyoukougei.com/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/
1613,株式会社宝来社,https://horaisha.com/,https://horaisha.com/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://horaisha.com/,,店舗 / クリニック / 美容室 / サロン / 飲食店 / 多店舗,,no,,,,no,no,,,https://horaisha.com/company/greeting / https://horaisha.com/business/storedesign
1614,株式会社山口工社,http://ww51.tiki.ne.jp/~ygkosha/index.html,http://ww51.tiki.ne.jp/~ygkosha/toiawase.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://ww51.tiki.ne.jp/~ygkosha/index.html,,,,no,,,,no,no,,,
1615,株式会社岡崎巧芸,https://okazakikougei.co.jp/,https://okazakikougei.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://okazakikougei.co.jp/,,店舗,内装工事,no,,,100,no,no,,,https://okazakikougei.co.jp/company/ / https://okazakikougei.co.jp/
1616,株式会社新工,http://www.shinkosign.co.jp/,http://www.shinkosign.co.jp/category/1676872.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://www.shinkosign.co.jp/,,写真館,,no,,,,no,no,,,http://www.shinkosign.co.jp/category/1676868.html
1617,株式会社日本彫刻工芸,https://niccho.main.jp/,https://niccho.main.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://niccho.main.jp/,制作実績,,,no,,,,no,no,,,https://niccho.main.jp/message/ / https://niccho.main.jp/history/
1618,株式会社日高ネオン,https://hidakaneon.co.jp/,https://hidakaneon.co.jp/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://hidakaneon.co.jp/,,店舗,,no,15,,1000,no,no,,,https://hidakaneon.co.jp/service/ / https://hidakaneon.co.jp/about/
1619,株式会社昭和ネオン,https://www.showaneon.co.jp/,https://www.showaneon.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.showaneon.co.jp/,,,,no,,,,no,no,,,https://www.showaneon.co.jp/service/ / https://www.showaneon.co.jp/service/showa-vision/
1620,株式会社昭和化成,https://www.shouwa.co.jp/,https://www.shouwa.co.jp/contact.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.shouwa.co.jp/,,,,no,,,,no,no,,,https://www.shouwa.co.jp/about.html / https://www.shouwa.co.jp/service.html
1621,株式会社村田塗料店,https://www.muratatoryo.co.jp/,https://www.muratatoryo.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.muratatoryo.co.jp/,,店舗,卸売 / 内装工事,no,51,,4000,no,no,,,https://www.muratatoryo.co.jp/profile/ / https://www.muratatoryo.co.jp/profile/history/
1622,株式会社東京システック,https://t-systec.com/,https://t-systec.com/contactform2/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://t-systec.com/,,店舗,,no,20,,2500,no,no,,,https://t-systec.com/about/
1623,株式会社東北電照,https://www.tohoku-densho.co.jp/,https://www.tohoku-densho.co.jp/form/tohoku-densho/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.tohoku-densho.co.jp/,,,,no,11,,2000,no,no,,,https://www.tohoku-densho.co.jp/company / https://www.tohoku-densho.co.jp/service
1624,株式会社松山建装社,https://kensosya.co.jp/,https://kensosya.co.jp/pages/5/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://kensosya.co.jp/,,店舗 / ホテル / 観光,,no,,,,no,no,,,https://kensosya.co.jp/pages/19/
1625,株式会社港電業社,https://minatoden.com/,https://minatoden.com/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://minatoden.com/,,店舗,卸売,no,,,,no,no,,,https://minatoden.com/concept/ / https://minatoden.com/company/
1626,株式会社総合企画,https://sougoukikaku.jp/,https://sougoukikaku.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://sougoukikaku.jp/,ブランディング,店舗 / 医院,,no,,,,no,no,,,https://sougoukikaku.jp/service/ / https://sougoukikaku.jp/company/
1627,株式会社野口工芸社,https://www.noguchikougeisya.co.jp/,https://www.noguchikougeisya.co.jp/inquiry/index.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_large_scale,従業員・資本金・拠点・全国展開の規模シグナル,200,https://www.noguchikougeisya.co.jp/,,店舗 / 中小企業,,no,,,,no,yes,,,https://www.noguchikougeisya.co.jp/solutions.html / https://www.noguchikougeisya.co.jp/company.html
1628,株式会社陽気堂,http://youkido.co.jp/,http://youkido.co.jp/youkido/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://youkido.co.jp/,,店舗 / 医院,,no,20,,,no,no,,,http://youkido.co.jp/youkido/about/ / http://youkido.co.jp/create/create_about/
1629,株式会社香川ネオン松山電業社,https://kagawa-neon.com/,https://kagawa-neon.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://kagawa-neon.com/,,,,no,,,,no,no,,,https://kagawa-neon.com/company / https://kagawa-neon.com/services
1630,桂工芸株式会社,http://www.katsurakogei.co.jp/index.html,http://www.katsurakogei.co.jp/form.php,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://www.katsurakogei.co.jp/index.html,,,,no,,,,no,no,,,http://www.katsurakogei.co.jp/about.html / http://www.katsurakogei.co.jp/index.html
1631,藤田産業株式会社,https://www.soleita.jp/cms/,https://www.soleita.jp/cms/?page_id=131,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.soleita.jp/cms/,,,,no,61,,,no,no,,,https://www.soleita.jp/about/ / https://www.soleita.jp/about/overview/
1632,飛鳥東北株式会社,https://www.asukatohoku.jp/,https://www.asukatohoku.jp/form/CP15357908515391/info,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.asukatohoku.jp/,制作実績,店舗,,no,,,2000,no,no,,,https://www.asukatohoku.jp/company / https://www.asukatohoku.jp/business
1633,株式会社 さいとう看板,https://saitou-kanban.jp/,https://saitou-kanban.jp/contact,S｜屋外広告・看板・サイン・店舗外装支援,静岡県広告美術業協同組合公式組合員：看板・屋外広告・サイン制作施工,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://saitou-kanban.jp/,,店舗 / 歯科 / 工務店,,yes,22,,,no,no,,,https://saitou-kanban.jp/information/
1634,株式会社 サインズアース,https://www.signs-earth.com/,https://www.signs-earth.com/contact/index.html,S｜屋外広告・看板・サイン・店舗外装支援,静岡県広告美術業協同組合公式組合員：看板・屋外広告・サイン制作施工,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.signs-earth.com/,web制作 / ブランディング,店舗,,yes,,,,no,no,,,https://www.signs-earth.com/about/index.html / https://www.signs-earth.com/business/index.html
1635,株式会社 マスヤスタジオ,https://www.masuya-studio.com/,https://www.masuya-studio.com/お問い合わせ/,S｜屋外広告・看板・サイン・店舗外装支援,静岡県広告美術業協同組合公式組合員：看板・屋外広告・サイン制作施工,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.masuya-studio.com/,,,,yes,,,,no,no,,,https://www.masuya-studio.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/ / https://www.masuya-studio.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/
1636,株式会社 岳南塗装デザイン,https://gakunantoso.co.jp/,https://gakunantoso.co.jp/contact/,S｜屋外広告・看板・サイン・店舗外装支援,静岡県広告美術業協同組合公式組合員：看板・屋外広告・サイン制作施工,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://gakunantoso.co.jp/,,店舗,,yes,,,,no,no,,,https://gakunantoso.co.jp/ / https://gakunantoso.co.jp/company/
1637,株式会社オフィス大野,https://officeohno.net/73991/,https://officeohno.net/73991/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,S｜屋外広告・看板・サイン・店舗外装支援,静岡県広告美術業協同組合公式組合員：看板・屋外広告・サイン制作施工,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://officeohno.net/73991/,,店舗,,yes,,,,no,no,,,https://officeohno.net/73991/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/
1638,キングプリンティング株式会社,https://www.kingprinting.co.jp/,https://www.kingprinting.co.jp/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：大型オフセット印刷物・布転写・ＰＯＰ製品、特大インクジェットプリント(5ｍ幅),review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://www.kingprinting.co.jp/,プロモーション,,,yes,,,,no,no,,,https://www.kingprinting.co.jp/profile/
1639,セルカム株式会社,https://selcam.co.jp/,https://selcam.co.jp/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：サイン関連の機器販売、材料販売、制作加工,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://selcam.co.jp/,,店舗 / 導入事例,機器販売,yes,,,,no,no,,,https://selcam.co.jp/profile/
1640,マクテック株式会社,http://www.maktech.co.jp/,https://www.maktech.co.jp/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：幕構造物、屋外装飾、サイン 製造･取付･販売,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,http://www.maktech.co.jp/,制作実績,店舗 / 観光,内装工事,yes,20,,2000,no,no,,,https://www.maktech.co.jp/company/ / https://www.maktech.co.jp/business/
1641,七曜企画株式会社,https://nanayou-k.co.jp/,https://nanayou-k.co.jp/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：交通広告・屋外広告の企画・設計・施工・新しい広告媒体の企画・開発,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://nanayou-k.co.jp/,広告代理,,,yes,,,,no,no,,,https://nanayou-k.co.jp/company/
1642,有限会社ニシデ,http://www.ad-nishide.com/,http://www.ad-nishide.com/toi/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：各種看板の企画、デザイン、製作、設置、広告媒体,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://www.ad-nishide.com/,,店舗,,yes,,,,no,no,,,http://www.ad-nishide.com/cp/ / http://www.ad-nishide.com/cgi/db/profile.cgi?tpl=view02&amp;key=%CF%C2%B2%CE%BB%B3%BB%D4
1643,有限会社ベーシックジム,http://www.basicgym.co.jp/,http://www.basicgym.co.jp/MailForm/contact.html,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：サイン・ディスプレイ デザイン・製作・施工まで,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,http://www.basicgym.co.jp/,制作実績,店舗 / クリニック / サロン / 飲食店,,yes,,,,no,no,,,http://www.basicgym.co.jp/service/ / http://www.basicgym.co.jp/about/
1644,東洋広告株式会社,https://toyokokoku.co.jp/,https://toyokokoku.co.jp/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：近鉄・京阪の広告取扱指定代理店・その他交通媒体全般取扱(JR、交通局、奈良交通バス、近鉄バス等)・屋外広告企画製作,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://toyokokoku.co.jp/,広告代理,,,yes,,,,no,no,,,https://toyokokoku.co.jp/company/
1645,東邦宣伝株式会社,https://toho-senden.com/,https://toho-senden.com/information/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：広告代理業・看板製作・賃貸マンション,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://toho-senden.com/,web制作 / 広告代理 / sns運用 / 動画制作 / ブランディング / プロモーション,,,no,,,,no,no,,,https://toho-senden.com/ / https://toho-senden.com/business_philosophy/
1646,株式会社TOC,https://www.toc25.co.jp/,https://www.toc25.co.jp/contact,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：看板製作・施工,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.toc25.co.jp/,ブランディング / プロモーション,店舗 / ホテル,,yes,,,,no,no,,,https://www.toc25.co.jp/service / https://www.toc25.co.jp/company
1647,株式会社アドしん,https://adoshin.com/,https://adoshin.com/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：屋外広告物、サイン、ディスプレイ、美術看板等の企画、設計、製作、販売、施工等,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://adoshin.com/works/,,店舗 / 歯科 / 美容室 / 飲食店,,yes,12,,500,no,no,,,https://adoshin.com/about/ / https://adoshin.com/company/
1648,株式会社クラフト,https://mydocraft.com/,https://mydocraft.com/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：サイン・看板・ディスプレイの企画、設計、製作、施工,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://mydocraft.com/,,店舗 / 中小企業,,yes,,,1000,no,no,,,https://mydocraft.com/about/ / https://mydocraft.com/company/
1649,株式会社サン企画,https://www.sankikaku.jp/,https://www.sankikaku.jp/inquiry.php,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：交通(大阪市交通局、他電鉄各社)、屋外等,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.sankikaku.jp/,,クリニック,,yes,,,,no,no,,,https://www.sankikaku.jp/company.html?id=1 / https://www.sankikaku.jp/company.html?id=2
1650,株式会社シーマ,https://www.cima-net.co.jp/,https://www.cima-net.co.jp/contact/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：博物館・美術館等の映像・音響・照明、情報通信の設計・施工・機器開発・メンテナンス・運営・販売 他,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.cima-net.co.jp/,,観光 / 導入事例,,yes,130,,5000,no,no,,,https://www.cima-net.co.jp/about / https://www.cima-net.co.jp/service
1651,株式会社ビソーコーポレーション,https://www.sign-display.co.jp/,https://www.sign-display.co.jp/,S｜屋外広告・看板・サイン・店舗外装支援,大阪屋外広告美術協同組合公式組合員：サイン・装飾展示・店舗企画設計・施工・ショールーム工事・ネオン設計・施工・各種陳列什器製作,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.sign-display.co.jp/,,店舗,,yes,,,5000,no,no,,,https://www.sign-display.co.jp/#about / https://www.sign-display.co.jp/#service
1652,かんべ土地建物株式会社,https://www.kanbetochi.co.jp/,https://www.kanbetochi.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.kanbetochi.co.jp/,,店舗 / ホテル,,yes,,,,no,no,,,https://www.kanbetochi.co.jp/company/ / https://www.kanbetochi.co.jp/business/
1653,くるめ地所株式会社,https://www.kurume-jisyo.co.jp/,https://www.kurume-jisyo.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.kurume-jisyo.co.jp/,,,,yes,,,,no,no,,,https://www.kurume-jisyo.co.jp/company / https://www.kurume-jisyo.co.jp/company/access
1654,すまいの日建住器有限会社,https://www.nj1.jp/,https://www.nj1.jp/inquiry.php,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.nj1.jp/,,店舗 / 医院 / 歯科 / 飲食店,,yes,,,,no,no,,,https://www.nj1.jp/company/
1655,ほっと保証株式会社,https://hothosyou.co.jp/,https://hothosyou.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://hothosyou.co.jp/,,不動産会社,賃貸管理,yes,,,,no,no,,,https://hothosyou.co.jp/corporate/
