company_name,url,address,phone,maps_url,status,hub_type,why_fit,evidence_urls,confidence,review_status,last_verified_at,contact_url,generic_email,risk_notes
株式会社ＮＡ−ＭＵ,https://www.namu.co.jp/,,0432428496,,MEOハブ候補,ADD_ON_HUB,公式ページで「ータ診断サービス 電子化サービス InDesign データ バージョンアップサービス 匠の翻訳 多言語DTP Webサイト制作、Webサイト多言語化 まずは、お気軽にご相談を! 担当よりご連絡を差し上げます。 株式会社NA-MUへのお見積り、その他のお問い合わせはお気軽」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.namu.co.jp/ | https://www.namu.co.jp/company/ | https://www.namu.co.jp/service/ | https://www.namu.co.jp/service/global/,B,EVIDENCE_CHECKED,2026-08-27T16:05:44,https://www.namu.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社ＰＣＫ高速印刷,https://www.pck.co.jp/,,0869022662,,MEOハブ候補,ADD_ON_HUB,公式ページで「PCK 代表挨拶 会社概要 経営理念 アクセス 営業 取扱商品一覧 営業部 デザイン デザイン 印刷デザイン Webデザイン 制作部 印刷 印刷 オフセット印刷(輪転) オフセット印刷(枚葉) オンデマンド印刷 大判インクジェット印刷 宛名印字 製本・断裁・加工 製版 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.pck.co.jp/ | https://www.pck.co.jp/01_02_corporate_profile.html,B,EVIDENCE_CHECKED,2026-08-27T16:08:24,https://www.pck.co.jp/06_01_contact.php,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
神林印刷株式会社,https://www.kambayashi.co.jp/,,0335528778,,MEOハブ候補,ADD_ON_HUB,公式ページで「、今後ますます広がってゆくでしょう。 当社では豊富な経験と知識を持ったスタッフによって、お客様のニーズに合ったホームページ作成から、社内LANの構築やサーバの導入・運営まで、貴社のIT化のお手伝いをさせていただきます。 QUALITY 品質、価格、独創性が私たちの使命で」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.kambayashi.co.jp/ | https://www.kambayashi.co.jp/#about | https://www.kambayashi.co.jp/#service,B,EVIDENCE_CHECKED,2026-08-27T15:38:39,,information@kambayashi.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
福岡印刷株式会社,http://www.inf.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「ンダー PR誌 雑誌 書籍 記念誌 卒業アルバム 新聞 ラベル シール 絵葉書 証券 帳簿 一般事務用印刷物 ホームページ制作 電子出版メディアの制作 従業員数 46名( 2026年 04月 01日 現在 嘱託・パート・アルバイト含む) 取引銀行 三井住友銀行 福岡銀行」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,http://www.inf.co.jp/about.php | http://www.inf.co.jp/products.php,B,EVIDENCE_CHECKED,2026-08-27T15:24:19,http://www.inf.co.jp/inquiry.php,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
稚内印刷株式会社,https://www.wakkanai-printing.co.jp/,北海道稚内市中央４丁目２番１５号,0162233258,,MEOハブ候補,ADD_ON_HUB,公式ページで「代表取締役専務 杉川 敦子 取締役総務部長 町口 沙織 従業員数 12名 事業内容 書籍・商業・事務用印刷物、WEBサイトの制作・運営管理、広告宣伝に関する企画・制作を行う広告制作業 沿   革 大正12年7月 稚内活版所として現在地にて創業を開始 昭和25年 稚内印刷」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.wakkanai-printing.co.jp/company.html,B,EVIDENCE_CHECKED,2026-08-27T16:01:58,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
開成堂印刷株式会社,https://kaiseido.com/,,0354690951,,MEOハブ候補,ADD_ON_HUB,公式ページで「開成堂印刷株式会社 - 開成堂印刷(渋谷区)では、広告や販促物のデザインからFMスクリーン印刷、Webサイト制作まで一環した対応でお客様からのご相談に幅広く対応させて頂いております。 企業情報 アクセス スタッフ募集 お問い合わせ DTP WEB デザイン 印刷・特殊印」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://kaiseido.com/ | https://kaiseido.com/company/,B,EVIDENCE_CHECKED,2026-08-27T16:03:31,https://kaiseido.com/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
高山印刷(株),https://takayama-dp.com/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「ィ等を制作します。 動画制作・編集 動画制作・編集を行います。デジタルサイネージシステムの構築もいたします。 ウェブサイト制作 WEBサイトを制作します。サイトと連動した入場管理システムなどもできます。 Company 会社案内 Read more Contact Us」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://takayama-dp.com/ | https://takayama-dp.com/company,B,EVIDENCE_CHECKED,2026-08-27T15:23:42,https://takayama-dp.com/contact,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
黒田印刷株式会社,https://kurodaprint.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「内・パンフレット/チケット・割引券・回数券/冊子・広報誌・月刊誌/はがき・案内状・挨拶状/販促品・名入れ商品/ホームページ作成 シール・ラベル・ステッカー/のぼり・垂れ幕・イベントバナー/ポスター・布ポスター/メニュー・POP/名刺/カード/封筒/各種伝票・帳票類/領収」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://kurodaprint.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T16:09:21,,info@kurodaprint.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
（株）三興社印刷所,https://sankousha-p.com/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「報・記念誌・文集など 名刺・伝票・賞状・封筒など 自費出版・作品集など 総会資料・会議資料・セミナー資料など ホームページ作成 こんな事も、できます。」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://sankousha-p.com/ | https://sankousha-p.com/portfolio/,B,EVIDENCE_CHECKED,2026-08-27T15:30:00,,sankousha@ac.wakwak.com,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株) アイモス,https://imos.jp/,,0878823456,,MEOハブ候補,ADD_ON_HUB,公式ページで「SERVICE 事業案内 お客様の「課題・問題」をすべて引き受ける。 アイモスは、パンフレット・デジタル制作、セールスプロモーションをはじめとし、 消費者と企業の架け橋を目指して、また、商品やサービスの本質とその需要を的確に捉え、 様々なコミュニケーション活動を創造提供」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://imos.jp/ | https://imos.jp/#company | https://imos.jp/#service,B,EVIDENCE_CHECKED,2026-08-27T16:07:55,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)AOI Pro.,https://www.aoi-pro.com/jp/,,,,MEOハブ候補,ADD_ON_HUB,本体の現在の事業としてテレビCMとデジタルコンテンツの企画制作を行い、広告主・広告代理店との顧客接点を持つ。店舗MEO運用の対応は未確認。,https://www.aoi-pro.com/jp/about/profile/,B,EVIDENCE_CHECKED,2026-08-27T15:30:52,https://www.aoi-pro.com/jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)テイ・シー・ジェー,https://www.tcj-net.co.jp/,,0351483970,,MEOハブ候補,ADD_ON_HUB,公式ページで「rporation of Japan 事 業 内 容 : TV-CMを含む映像制作・webサイト・イベント他、広告の企画・制作・運営全般 資 本 金 : 1億円 創立年月日 : 1952年10月8日 従 業 員 数 : 39名 役   員 : 代表取締役社長 佐野 建司」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.tcj-net.co.jp/company/,B,EVIDENCE_CHECKED,2026-08-27T15:20:59,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)ファイブエス,https://www.fives.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「・編集) デジタルサイネージ、Bumper等の企画・制作 ラジオコマーシャルの企画・制作 ウェブサイト ウェブ広告の企画・制作 主な取引先 株式会社ADKクリエイティブ・ワン 株式会社ジェイアール東海エージェンシー 株式会社JTBコミュニケーションデザイン 株式会社電通」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.fives.co.jp/ | https://www.fives.co.jp/#sec-about,B,EVIDENCE_CHECKED,2026-08-27T15:21:03,,showcase@fives.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)弘研,http://www.koken-ad.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「株式会社弘研 | 総合広告代理店 WE WILL HAVE IMPORTANT RELATIONSHIPS. 私たちはリレーションシップを大切にする 総合広告代理店です。 私たちはリレーションシップを大」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,http://www.koken-ad.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:30:31,,info@koken-ad.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)ＹＫＭ,https://ykm.yokohama/,,,,MEOハブ候補,ADD_ON_HUB,"公式ページで「YKM&CO.,LTD. | 横浜で看板制作、アクリルグッズ、昇華印刷グッズ、ノベルティ製作を行っている株式会社YKMです。 HOME 事業内容 看板 アクリル ノベルティ ウェア 所有設備 企業情報 リンク お問」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://ykm.yokohama/ | https://ykm.yokohama/page-1095/ | https://ykm.yokohama/page-1245/,B,EVIDENCE_CHECKED,2026-08-27T15:31:26,https://ykm.yokohama/contact_us/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
GMO ENGINE(株),https://www.engine-f.co.jp/,,0334440147,,MEOハブ候補,ADD_ON_HUB,公式ページで「表取締役社長 岡島淳 認証資格 ISO27001 (2006年1月取得) 業務内容 インターネット等を利用した広告の企画制作業務、インターネット等を利用した映画の企画制作業務、インターネット等を利用した音楽映像及び 各種情報の提供サービス、広告の企画及び制作に関する受託」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.engine-f.co.jp/company/,B,EVIDENCE_CHECKED,2026-08-27T15:20:59,https://www.engine-f.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
あべ印刷株式会社,https://abe-print.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「ター/横断幕/懸垂幕/カレンダー/ チラシ・フライヤー印刷 イベント宣伝や商品チラシ等、販促の定番アイテム。 ポスター印刷 イベントや展示会、セール、募集・求人など、ポスターの用途は様々です。 冊子・パンフレット印刷 会社案内やカタログ、定期刊行物などにご利用ください。」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://abe-print.jp/service/print/,B,EVIDENCE_CHECKED,2026-08-27T15:30:01,https://abe-print.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
イヨカンバン有限会社,https://iyokanban.jp/,愛媛県松山市久万ノ台５３７番地２０,0899221332,,MEOハブ候補,ADD_ON_HUB,看板の相談・現地打合せからデザイン・施工・アフターフォローまで顧客に対応。 MEO追加提案または外部運用協力の候補。ただし採用意向・採算・案件数は未確認。,https://iyokanban.jp/flow/,B,EVIDENCE_CHECKED,2026-08-27T15:47:46,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
コネクション(株),https://headlight.work/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「の企画・制作 エンターテインメントコンテンツの企画・制作 映像に関するプロモーションの企画・制作 グラフィック広告の企画・制作 クリエイターマネジメント業務 各種イベント、セールスプロモーションの企画・制作及び運営 主な取引先 株式会社電通 株式会社博報堂 Locati」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://headlight.work/about/,B,EVIDENCE_CHECKED,2026-08-27T15:20:57,https://headlight.work/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
コーホー株式会社,https://koho-print.com/,,0568282679,,MEOハブ候補,ADD_ON_HUB,"公式ページで「-5374 代表取締役社長 早川 弘一郎(はやかわ こういちろう) 資本金 金 1,000万円 業務内容 折込チラシの制作・印刷加工 オフセット印刷物の製造販売 フォーム印刷物(連続伝票)の受注販売 各種メディアの企画及び提案 外観変遷 1980年当時 2000年当時 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://koho-print.com/company.html,B,EVIDENCE_CHECKED,2026-08-27T15:43:38,https://koho-print.com/contact.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
サインリンク株式会社,https://sign-link.jp/,,,,MEOハブ候補,ADD_ON_HUB,"公式ページで「を結びたい想いを現実にするサインリンク株式会社を創立いたしました。
 
 これまでの看板業界にないものを補い、看板製作において同業者の皆様にも信頼いただける会社を目指し、機動力を活かした積極的な活動を行っております。
 
 受注した物件を施工する場合は、仕上げや工事方法」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://sign-link.jp/company/ | https://sign-link.jp/business/,B,EVIDENCE_CHECKED,2026-08-27T15:32:19,https://sign-link.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
サンケイデザイン株式会社,https://sankeidesign.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「 「伝えるコト」で、世の中の役に立つ。 印刷 チラシ ポスター カタログ 封筒 シール 包材 デジタルツール webサイト制作 デジタルサイネージ 映像制作 セールスプロモーション マスメディア広告 イベント SPグッズ/サイン 天経香 経文が印されたお線香 “どうした」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://sankeidesign.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T16:00:37,,info@sankeidesign.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
スキット株式会社,https://skit.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「署紹介 採用情報 スキット組織力向上ブログ ユーチューブ 動画情報 知的所有権 ポケットフォルダー専門店 選挙ポスター印刷専門店 圧着DM印刷専門店 封筒印刷専門店 ノベルティー制作印刷専門店 車両広告印刷専門店 再生可能エネルギー事業 社内研修制度 お知らせ 事業継続」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://skit.co.jp/ | https://skit.co.jp/company/ | https://skit.co.jp/business/ | https://skit.co.jp/businesspartner/,B,EVIDENCE_CHECKED,2026-08-27T15:33:22,https://skit.co.jp/contact/,tamura@skit.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
トライバンド株式会社,https://tri-band.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「復旧をお祈り申し上げます。 弊社も微力ながら、引き続き協力させていただきます。 トライバンド株式会社は、広島の総合広告代理店です。 テレビ・ラジオ・新聞・雑誌・ウェブなど各種媒体の取り扱いを始め、マーケティング・プランニングからコンセプトワーク、そしてCM・映像制作、グ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://tri-band.co.jp/ | https://tri-band.co.jp/company/,B,EVIDENCE_CHECKED,2026-08-27T15:45:24,,info@tri-band.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
ナガハシ印刷株式会社,https://www.nagahasi.com/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「00年先も残る紙にメッセージをのせませんか。創業時から続ける印刷ノウハウでサポートしていきます。お客様の希望の販促物を提案する為、掲載されていないものも多数ございます。ぜひお気軽にお問合せください。 のぼり旗類 のぼり旗は他の店頭展示物よりも、アイキャッチ的にも価格面で」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.nagahasi.com/ | https://www.nagahasi.com/service/ | https://www.nagahasi.com/service/print/,B,EVIDENCE_CHECKED,2026-08-27T15:58:49,https://www.nagahasi.com/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
マチ広告デザイン株式会社,https://machi-design.co.jp/,,0474607550,,MEOハブ候補,ADD_ON_HUB,公式ページで「マチ広告デザイン株式会社 マチ広告デザイン 株式会社 施工事例 貸看板 選挙カーレンタル ステッカー販売 飛沫感染対策用透明 アクリルパーテーション販売 カート マチ広告デザイン株式会社」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://machi-design.co.jp/ | https://machi-design.co.jp/company-overview/,B,EVIDENCE_CHECKED,2026-08-27T16:08:39,https://machi-design.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
モリタケ工芸株式会社,https://moritake.ne.jp/,,0546418271,,MEOハブ候補,ADD_ON_HUB,公式ページで「静岡県藤枝市にある広告制作会社【モリタケ工芸株式会社】 静岡県藤枝市にある広告制作会社【モリタケ工芸株式会社】です。お客様一人一人のデザインを大切に未来に向けて、形「カタチ」にして参ります。 HO」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://moritake.ne.jp/,B,EVIDENCE_CHECKED,2026-08-27T16:08:11,https://moritake.ne.jp/contact/index.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
ヤギカンバン株式会社,https://www.yagi-sign.com/,,0776733733,,MEOハブ候補,ADD_ON_HUB,公式ページで「看板実績紹介ページへ グラフィック実績紹介 ▶▶▶▶NEXT グラフィック実績紹介ページへ 【業務案内】 各種看板企画・デザイン・制作・施工 各種看板メンテナンス・リニューアル 横断幕・のぼり・Tシャツ他PR用品 ロゴ・マーク・キャラクターデザイン 名刺・チラシ・パンフ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.yagi-sign.com/ | https://www.yagi-sign.com/about-us/,B,EVIDENCE_CHECKED,2026-08-27T16:08:06,,meymey@mx2.fctv.ne.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
ラスタライズ株式会社,https://rasterize.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,"公式ページで「058 名古屋市昭和区白金2-12-6 電話番号 050-1725-8087 代表者 石黒 文康 事業内容 ・リスティング広告代行 ・LP制作 設立 2009年1月21日 会社概要 ブログ © Rasterize Co., Ltd. 2024 All Rights Re」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://rasterize.co.jp/ | https://rasterize.co.jp/#company,B,EVIDENCE_CHECKED,2026-08-27T15:47:47,https://rasterize.co.jp/contact.html?from=kaketsuke,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
三報社印刷株式会社,https://www.sanposha.co.jp/,,0336370005,,MEOハブ候補,ADD_ON_HUB,公式ページで「を着実にカタチにします。綿密な打ち合わせにより、この世で1つだけの特別な存在感を持った書籍をデザインします。 広告物のデザイン パンフレット・ポスター・チラシなど多品種・小ロットの印刷物のデザインにも対応。作りたいもののイメージが固まっていなくても、専門知識をもったスタ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.sanposha.co.jp/service/service-design.html,B,EVIDENCE_CHECKED,2026-08-27T16:08:33,https://www.sanposha.co.jp/contact/contact.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
中外印刷株式会社,https://www.chugai-printing.co.jp/,,0262213883,,MEOハブ候補,ADD_ON_HUB,公式ページで「に高い印刷機械です。中外印刷では、小森コーポレーション製のB縦四裁オフセット輪転機を完備し、新聞折込用の大部数チラシ印刷に対応いたします。 スピーディー 通常の印刷より工程が少ないので、スピーディーな納品が可能です。 コスト削減 必要な部数のみ印刷するので、無駄なコスト」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.chugai-printing.co.jp/service/ | https://www.chugai-printing.co.jp/service/#service1 | https://www.chugai-printing.co.jp/service/#service2 | https://www.chugai-printing.co.jp/service/#service3,B,EVIDENCE_CHECKED,2026-08-27T16:05:20,https://www.chugai-printing.co.jp/contact/,cgp@chugai-printing.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
光広告株式会社,https://www.hikariad.co.jp/,,0666617479,,MEOハブ候補,ADD_ON_HUB,"公式ページで「光広告株式会社-大阪 アドバルーン,エアアーチ,ミニSL,風船,看板製作 看板・サイン・ディスプレイの製作・施工、エアアーチ・アドバルーン・ふわふわ遊具・風船・ミニSLなどのイベント用品の製作・施工、ブルゾン・Tシャツ・帽子などのウェア名入れ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://www.hikariad.co.jp/ | https://www.hikariad.co.jp/business.html,B,EVIDENCE_CHECKED,2026-08-27T15:45:12,https://www.hikariad.co.jp/contact.html,sakairi@hikariad.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
八尾印刷株式会社,https://www.hachio.com/,,0667626661,,MEOハブ候補,ADD_ON_HUB,商品やサービスを宣伝するチラシ・カタログを制作し、顧客の用途に合わせた企画・デザイン・写真・印刷物一式の提案を提供する。 既存支援へのMEO追加提案候補。外注意向・採算は未確認。,https://www.hachio.com/,B,EVIDENCE_CHECKED,2026-08-27T15:31:38,https://www.hachio.com/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
八画株式会社,https://www.hakkaku.cc/,,0525033800,,MEOハブ候補,ADD_ON_HUB,"公式ページで「 長尾 勇太 創業 1998年3月 設立 2008年8月1日 資本金 1,500万円 事業内容 総合美術印刷・広告代理業 所在地 〒452-0823 愛知県名古屋市西区あし原町252 tel.052-503-3800 fax.052-503-3880 ページトップへ戻る」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://www.hakkaku.cc/contents/company.html,B,EVIDENCE_CHECKED,2026-08-27T16:01:52,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
古川印刷株式会社,https://fpc.meisho-hp.jp/,,0525242300,,MEOハブ候補,ADD_ON_HUB,公式ページで「定供給。在庫管理も弊社におまかせ下さい。 デザイン・企画部門 様々なニーズや業種にあわせたデザインをご提案。 販促品の企画もご相談下さい。 広告・資材部門 展示用ディスプレー・パネルに、各種資材についても対応致します。 2015/09/16 表彰 2015年9月16日、」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://fpc.meisho-hp.jp/ | https://fpc.meisho-hp.jp/index.html#section_3,B,EVIDENCE_CHECKED,2026-08-27T16:08:14,,fpc@titan.ocn.ne.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
吉岡印刷株式会社,https://yoshioka-insatsu.co.jp/,,0745692032,,MEOハブ候補,ADD_ON_HUB,"公式ページで「9-2111 奈良県葛城市柿本122 事業内容 各種印刷/デザイン・広告・広報物制作/各種クリエイティブ制作/webサイト制作/映像制作/地域・企業ブランディング/鉄道会社グッズ企画制作/各種紙プロダクト製造 資本金 1,000万円 保有資格 経営士(第5519号)/印」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://yoshioka-insatsu.co.jp/company/,B,EVIDENCE_CHECKED,2026-08-27T15:26:54,https://yoshioka-insatsu.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
吉田印刷株式会社,https://yoshida.nkpweb.com/,,0276314621,,MEOハブ候補,ADD_ON_HUB,公式ページで「:0276-31-4621 総合印刷 名刺・封筒のカラー印刷から冊子、ポスター、パンフレットなどの各種印刷物、看板デザイン・施工、オリジナルのぼり旗、ステッカーなど幅広くお受けいたします。お気軽にお問い合わせください。 対面の打ち合わせ 私たちが、直接ご要望をお伺いしま」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://yoshida.nkpweb.com/,B,EVIDENCE_CHECKED,2026-08-27T15:36:31,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
大同銘工株式会社,https://www.meiban.co.jp/,,0669133533,,MEOハブ候補,ADD_ON_HUB,公式ページで「 金属看板・銘板 (腐食・切り文字・箱文字) ステンレス・真鍮・銅などで エッチング・切り文字・箱文字 銘板・看板の制作 金属看板・銘板専用ページへ レーザー彫刻&カット 動画を再生するには、videoタグをサポートしたブラウザが必要です。 Torotec Speedy」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.meiban.co.jp/ | https://www.meiban.co.jp/index.php?%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81,B,EVIDENCE_CHECKED,2026-08-27T15:37:48,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
大成美術印刷株式会社,https://taisei-art-print.com/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「南は九州まで・・お得意様企業の拡大と合わせで全国的な規模でサービス展開をしています。もちろん、印刷やイベント、セールスプロモーションなどに関する、あらゆるご相談に応じるべく、これからもより一層の営業・サービス体制の強化・充実を図り、お客様のニーズにクイックレスポンスで応」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://taisei-art-print.com/business-network/,B,EVIDENCE_CHECKED,2026-08-27T16:08:34,https://taisei-art-print.com/contact_us/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
奈良産経企画株式会社,https://www.sankeikikaku.co.jp/,奈良県奈良市七条町１１８番地,,,MEOハブ候補,ADD_ON_HUB,公式ページで「奈良産経企画│奈良県で新聞折込・ポスティングなどを展開する総合広告代理店 SEARCH SEARCH 会社情報 新聞折込広告事業 折込広告を知る 折込広告を作る 折込広告を配る 各種サービス 部数表ダウンロード 新聞休刊日のご案内 個人情報保」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.sankeikikaku.co.jp/ | https://sankeikikaku.co.jp/company,B,EVIDENCE_CHECKED,2026-08-27T15:33:18,https://sankeikikaku.co.jp/contact,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
山田美術印刷株式会社,https://www.yamada-art.co.jp/,,0529137011,,MEOハブ候補,ADD_ON_HUB,公式ページで「山田美術印刷(株)|愛知県名古屋市でラベル・シール・販促物の制作を行う印刷会社 愛知県名古屋市でラベル・シール・販促物の制作を行う山田美術印刷(株)です。 052-913-7011 受付時間:平日8:30〜17:15 MENU ラベル」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.yamada-art.co.jp/ | https://www.yamada-art.co.jp/about/,B,EVIDENCE_CHECKED,2026-08-27T15:42:17,https://www.yamada-art.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
山部印刷株式会社,https://yamabe-p.co.jp/,,0822511311,,MEOハブ候補,ADD_ON_HUB,公式ページで「印 刷 商業印刷 採用情報 お問い合わせ 企画・制作 Planning・Design 小売集客の定番である折込チラシの制作・印刷には長い歴史を持ち、折込エリアの戦略提案や折込代行も行います。 カタログ制作においても独自のシステム構築により、スピーディかつ正確な制作フロー」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://yamabe-p.co.jp/business/planning/ | https://yamabe-p.co.jp/business/commercial/,B,EVIDENCE_CHECKED,2026-08-27T15:58:58,https://yamabe-p.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
