address,company_name,confidence,contact_url,discovery_note,evidence_detail,evidence_urls,exclusion_scope,generic_email,hub_type,last_verified_at,maps_url,margin_fit,phone,recurring_relationship,reject_reason,review_status,source_http_status,source_url,status,store_client_access,url,verification_version,why_fit
愛知県名古屋市中区栄３丁目１３番１号,日本レジャー開発株式会社,B,https://www.japan-ld.co.jp/mail.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.japan-ld.co.jp/about.html"", ""text"": ""0年3月:日本レジャー開発創業 2007年4月:日本レジャー開発株式会社 として設立 目的 1.WEB広告業、広告代理業 2.インターネットのWEBコンテンツの企画、開発、制作 3.各種遊戯の企画、立案 取引銀行 東京三菱UFJ銀行 名古屋営業部 TOP 会社概要 人事採用 お問い合わせ ""}]",https://www.japan-ld.co.jp/about.html,RECHECK,,ADD_ON_HUB,2026-08-27T16:01:54,,unknown,0522422377,unknown,定款目的のWeb広告表記のみでは現在の顧客向け販促サービスを確認できない。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/8180001061355,MEOハブ候補,unknown,https://www.japan-ld.co.jp/,20260827-service-pages-v3,公式ページで「0年3月:日本レジャー開発創業 2007年4月:日本レジャー開発株式会社 として設立 目的 1.WEB広告業、広告代理業 2.インターネットのWEBコンテンツの企画、開発、制作 3.各種遊戯の企画、立案 取引銀行 東京三菱UFJ銀行 名古屋営業部 TOP 会社概要 人事」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
愛知県碧南市天王町３丁目１３７番地,株式会社一心舎,B,https://issnp.com/?page_id=13502,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://issnp.com/"", ""text"": ""株式会社一心舎 | デザイン・印刷・製本・ホームページ制作の一心舎(愛知県碧南市) Close コンテンツにスキップ 株式会社一心舎は、愛知県碧南市で デザイン・印刷・製本・Web制作・木工に 取り組む会社です。 COMING ""}, {""url"": ""https://issnp.com/"", ""text"": ""舎(愛知県碧南市) Close コンテンツにスキップ 株式会社一心舎は、愛知県碧南市で デザイン・印刷・製本・Web制作・木工に 取り組む会社です。 COMING SOON 一心舎ストアまもなく開店 一心舎デザイン室 制作事例をご紹介 一心舎木工室 木工製品を制作する工房 ブログ 53歳、""}]",https://issnp.com/,RECHECK,,ADD_ON_HUB,2026-08-27T16:01:57,,unknown,0566413230,unknown,問い合わせフォームに営業・広告・SEO・MEO等の利用禁止の同意項目がある。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/3180301017318,MEOハブ候補,unknown,https://issnp.com/,20260827-service-pages-v3,公式ページで「株式会社一心舎 | デザイン・印刷・製本・ホームページ制作の一心舎(愛知県碧南市) Close コンテンツにスキップ 株式会社一心舎は、愛知県碧南市で デザイン・印刷・製本・Web制作・木工に 取り組む会社です。 COMING 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
大阪府高槻市別所新町１番９号,ファーストスタイル株式会社,B,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.first-style.net/"", ""text"": ""ファーストスタイル株式会社 地域密着 オンリーワンの総合広告代理店を目指します トップページ 求人広告 パソコン保守 会社概要 ポリシー 会社 当社の求人広告への取り組み クライアントの人材採用に関する状況を入念にヒアリングさせて頂き、""}, {""url"": ""https://www.first-style.net/company.html"", ""text"": ""ファーストスタイル株式会社のサイトです 地域密着 オンリーワンの総合広告代理店を目指します トップページ 求人広告 パソコン保守 会社概要 ポリシー 会社 会社概要 2011-09-05 会 社 名 ファーストスタイル株式会社 所 在 地 〒569""}, {""url"": ""https://www.first-style.net/company.html"", ""text"": ""0:00 事 業 内 容 不動産コンサルティング 不動産管理業務 コンピューター保守 個人・法人訪問サポート WEB制作 サーバー保守・メンテナンス 広告代理店業 求人広告制作、販売、管理 雑誌広告制作、販売、管理 イベント事業 損害保険代理店業 リサイクル事業 中古車販売・貴金属買い取り""}]",https://www.first-style.net/ | https://www.first-style.net/company.html,RECHECK,,ADD_ON_HUB,2026-08-27T16:01:58,,unknown,0726699212,signal_only,求人広告とPC保守中心で、店舗集客・販促側の別事業根拠を確認できない。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/9120901019218,MEOハブ候補,unknown,https://www.first-style.net/,20260827-service-pages-v3,公式ページで「ファーストスタイル株式会社 地域密着 オンリーワンの総合広告代理店を目指します トップページ 求人広告 パソコン保守 会社概要 ポリシー 会社 当社の求人広告への取り組み クライアントの人材採用に関する状況を入念にヒアリングさせて頂き、」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
長崎県諫早市長野町１４０３番地１５,有限会社ナカムラ広芸社,B,https://n-kgs.com/pages/5/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://n-kgs.com/"", ""text"": ""れ お問い合わせ 現地訪問 製作料金の見積 ご契約 看板設置・施工 詳しくはこちら お問い合わせ 各種サイン・看板製作などお気軽にお問い合わせください TEL.0957-23-5555 【受付時間】9:00~18:00  【休業日】土・日曜日 メールフォームはこちら 当サイトでは利便性や""}]",https://n-kgs.com/,RECHECK,,ADD_ON_HUB,2026-08-27T16:01:59,,unknown,0957235555,unknown,公式問い合わせページで業務案内等のメールを遠慮する旨を明記。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/1310002016169,MEOハブ候補,signal_only,https://n-kgs.com/,20260827-service-pages-v3,公式ページで「れ お問い合わせ 現地訪問 製作料金の見積 ご契約 看板設置・施工 詳しくはこちら お問い合わせ 各種サイン・看板製作などお気軽にお問い合わせください TEL.0957-23-5555 【受付時間】9:00~18:00  【休業日】土・日曜日 メールフォームはこちら 当」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
愛知県春日井市上条町２丁目８８番地の２,有限会社アプラン,B,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://aplan-company.blogspot.com/"", ""text"": ""n | skip to sidebar 有限会社アプラン ご挨拶 有限会社アプランは愛知県春日井市を拠点に、 看板制作・取付、造園、公園管理等の業務を承っております。 投稿がありません。 投稿がありません。 ホーム 登録: 投稿 (Atom) ContactUs 代表 伊藤英昭 〒484""}]",https://aplan-company.blogspot.com/,RECHECK,,ADD_ON_HUB,2026-08-27T16:01:59,,unknown,0568842844,unknown,看板取付と造園等の短い説明のみ。店舗販促提案の具体的根拠不足。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/4180002065020,MEOハブ候補,unknown,https://aplan-company.blogspot.com/,20260827-service-pages-v3,公式ページで「n | skip to sidebar 有限会社アプラン ご挨拶 有限会社アプランは愛知県春日井市を拠点に、 看板制作・取付、造園、公園管理等の業務を承っております。 投稿がありません。 投稿がありません。 ホーム 登録: 投稿 (Atom) ContactUs 代表 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
愛知県豊橋市横須賀町組替２６番地,美濃屋加工紙株式会社,B,https://www.minoyaweb.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.minoyaweb.com/about/"", ""text"": ""問 会社概要 アクセス このホームページはジンドゥーで作成されました ジンドゥーのクリエイターなら誰でも簡単にホームページを作成できます。レイアウトを選んだら、あとはクリック&タイプでコンテンツを追加するだけ。しかも無料! ジンドゥー(www.jimdo.com/jp/)であなただけのホームページ""}, {""url"": ""https://www.minoyaweb.com/about/"", ""text"": ""タイプでコンテンツを追加するだけ。しかも無料! ジンドゥー(www.jimdo.com/jp/)であなただけのホームページを作成してください。 美濃屋加工紙株式会社 〒440-0093 愛知県豊橋市横須賀町組替26 TEL:0532-53-0238  FAX:0532-54-6498 9:00〜1""}]",https://www.minoyaweb.com/about/,RECHECK,,ADD_ON_HUB,2026-08-27T16:02:00,,unknown,0532530238,unknown,Jimdo定型文はWeb制作の根拠ではない。ラベル生産主体で販促企画支援の根拠不足。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/8180301007306,MEOハブ候補,unknown,https://www.minoyaweb.com/,20260827-service-pages-v3,公式ページで「問 会社概要 アクセス このホームページはジンドゥーで作成されました ジンドゥーのクリエイターなら誰でも簡単にホームページを作成できます。レイアウトを選んだら、あとはクリック&タイプでコンテンツを追加するだけ。しかも無料! ジンドゥー(www.jimdo.com/jp/」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
愛知県名古屋市西区見寄町１０６番地,有限会社クリエイション団,B,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://creationdan.web.fc2.com/"", ""text"": ""看板・・・人の目に止まるのは、ほんの数秒・・・ 看板の事ならおまかせください!! ■ カッティングシートによる看板製作 スタンド看板・野立て看板・大型看板・電飾看板 >>カッティングマシーン ■ インクジェット出力による看板製作 塩ビシート出力・ターポリン出力・横断幕・懸垂幕・パネル加工""}, {""url"": ""https://creationdan.web.fc2.com/"", ""text"": ""看板製作 スタンド看板・野立て看板・大型看板・電飾看板 >>カッティングマシーン ■ インクジェット出力による看板製作 塩ビシート出力・ターポリン出力・横断幕・懸垂幕・パネル加工 >>インクジェットプリンタ ■ ステッカー製作・車両マーキング ステッカーは1枚から製作可能。 ■ ダイノッ""}]",https://creationdan.web.fc2.com/,RECHECK,,ADD_ON_HUB,2026-08-27T16:02:00,,unknown,0525084128,unknown,看板製造・加工品目の列挙が中心。店舗販促企画の具体的関与が不明。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/9180002059868,MEOハブ候補,signal_only,https://creationdan.web.fc2.com/,20260827-service-pages-v3,公式ページで「看板・・・人の目に止まるのは、ほんの数秒・・・ 看板の事ならおまかせください!! ■ カッティングシートによる看板製作 スタンド看板・野立て看板・大型看板・電飾看板 >>カッティングマシーン ■ インクジェット出力による看板製作 塩ビシート出力・ターポリン出力・横断幕・」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
東京都狛江市和泉本町１丁目７番３号,小日向銘板株式会社,B,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.kbnt.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81.html"", ""text"": ""刷 シルク印刷 バーコード シリアル印字 インクジェット印刷 アルマイト印刷 エッチング印刷 ラミネート加工 看板製作 レーザー彫刻 フィルム出力 各種デザイン製作 検品 梱包 1600万円 〒201-0003 東京都狛江市和泉本町1-7-3 03-3489-4521 03-3489-4""}, {""url"": ""https://www.kbnt.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81.html"", ""text"": ""刷 シルク印刷 バーコード シリアル印字 インクジェット印刷 アルマイト印刷 エッチング印刷 ラミネート加工 看板製作 レーザー彫刻 フィルム出力 各種デザイン製作 検品 梱包 資 本 金 :1600万円 所 在 地 :〒201-0003 東京都狛江市和泉本町1-7-3 TEL  : 0""}, {""url"": ""https://www.kbnt.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81.html"", ""text"": ""刷 シルク印刷 バーコード シリアル印字 インクジェット印刷 アルマイト印刷 エッチング印刷 ラミネート加工 看板製作 レーザー彫刻 フィルム出力 各種デザイン製作 検品 梱包 資 本 金 :1600万円 所 在 地 :〒201-0003 東京都狛江市和泉本町1-7-3 T E L   ""}]",https://www.kbnt.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81.html,RECHECK,,ADD_ON_HUB,2026-08-27T16:02:01,,unknown,0334894521,unknown,銘板等の特殊印刷・製造加工が中心。店舗販促サービスの具体的根拠不足。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/7012401009042,MEOハブ候補,unknown,https://www.kbnt.co.jp/,20260827-service-pages-v3,公式ページで「刷 シルク印刷 バーコード シリアル印字 インクジェット印刷 アルマイト印刷 エッチング印刷 ラミネート加工 看板製作 レーザー彫刻 フィルム出力 各種デザイン製作 検品 梱包 1600万円 〒201-0003 東京都狛江市和泉本町1-7-3 03-3489-4521 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
東京都品川区上大崎３丁目１番１号ＪＲ東急目黒ビル,エム・エム・エス・コミュニケーションズ株式会社,B,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.publicislifebrandsmedicus.jp/"", ""text"": ""医療系総合広告代理店パブリシスライフ ブランズ メディカス Publicis Life Brands Medicus(MMS Communications K.K.) home パブリシス ""}, {""url"": ""https://www.publicislifebrandsmedicus.jp/"", ""text"": ""://publicisgroupe.com/ 商号 エム・エム・エス・コミュニケーションズ株式会社 業種 総合広告代理業 (パブリシス ライフ ブランズ メディカスは医療用医薬品を対象) 所在地 【2024年6月24日より】 〒141-0021 東京都品川区上大崎3-1-1 JR東急目黒ビ""}, {""url"": ""https://www.publicislifebrandsmedicus.jp/#anc_company_gaiyo"", ""text"": ""医療系総合広告代理店パブリシスライフ ブランズ メディカス Publicis Life Brands Medicus(MMS Communications K.K.) home パブリシス ""}, {""url"": ""https://www.publicislifebrandsmedicus.jp/#anc_company_gaiyo"", ""text"": ""://publicisgroupe.com/ 商号 エム・エム・エス・コミュニケーションズ株式会社 業種 総合広告代理業 (パブリシス ライフ ブランズ メディカスは医療用医薬品を対象) 所在地 【2024年6月24日より】 〒141-0021 東京都品川区上大崎3-1-1 JR東急目黒ビ""}, {""url"": ""https://www.publicislifebrandsmedicus.jp/#anc_company_enkaku"", ""text"": ""医療系総合広告代理店パブリシスライフ ブランズ メディカス Publicis Life Brands Medicus(MMS Communications K.K.) home パブリシス ""}]",https://www.publicislifebrandsmedicus.jp/ | https://www.publicislifebrandsmedicus.jp/#anc_company_gaiyo | https://www.publicislifebrandsmedicus.jp/#anc_company_enkaku,RECHECK,,ADD_ON_HUB,2026-08-27T16:02:01,,unknown,0354377600,unknown,公式ページが医療用医薬品広告を対象と明記。医院・店舗の集客支援接点は確認できない。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/8011101021059,MEOハブ候補,unknown,https://www.publicislifebrandsmedicus.jp/,20260827-service-pages-v3,公式ページで「医療系総合広告代理店パブリシスライフ ブランズ メディカス Publicis Life Brands Medicus(MMS Communications K.K.) home パブリシス 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
愛知県名古屋市西区南堀越２丁目１番５号,中日電工有限会社,B,https://kanban-shuuri.com/inquire.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://kanban-shuuri.com/company_profile.html"", ""text"": "" 〒451-0054 愛知県名古屋市西区南堀越2-1-5 事業内容 看板工事:屋上広告塔、地上塔、袖看板、店頭看板製作施工 電気工事:ネオンサイン、LED工事、蛍光灯行燈看板、建築物照明、LED防犯灯、太陽光発電利用 塗装工事:色あせてきた看板面や文字、鉄骨の塗装 足場鳶工事:丸太足場で""}]",https://kanban-shuuri.com/company_profile.html,RECHECK,,ADD_ON_HUB,2026-08-27T16:02:01,,unknown,0525245122,unknown,店舗看板の修理・清掃は確認できるが集客企画・広告提案の根拠が不足。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/6180002023934,MEOハブ候補,unknown,https://kanban-shuuri.com/,20260827-service-pages-v3,公式ページで「 〒451-0054 愛知県名古屋市西区南堀越2-1-5 事業内容 看板工事:屋上広告塔、地上塔、袖看板、店頭看板製作施工 電気工事:ネオンサイン、LED工事、蛍光灯行燈看板、建築物照明、LED防犯灯、太陽光発電利用 塗装工事:色あせてきた看板面や文字、鉄骨の塗装 足場」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
岐阜県羽島市正木町曲利１３４３番地,有限会社愛山フォーム印刷,B,https://www.aisanform.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.aisanform.com/about/"", ""text"": ""サンフォームインサツ) このホームページはジンドゥーで作成されました ジンドゥーのクリエイターなら誰でも簡単にホームページを作成できます。レイアウトを選んだら、あとはクリック&タイプでコンテンツを追加するだけ。しかも無料! ジンドゥー(www.jimdo.com/jp/)であなただけのホームページ""}, {""url"": ""https://www.aisanform.com/about/"", ""text"": ""タイプでコンテンツを追加するだけ。しかも無料! ジンドゥー(www.jimdo.com/jp/)であなただけのホームページを作成してください。 閉じる""}]",https://www.aisanform.com/about/,RECHECK,,ADD_ON_HUB,2026-08-27T16:02:01,,unknown,,unknown,Jimdo定型文は不適切。現行は伝票印刷専門で店舗販促側の別サービスが確認できない。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/8200002010291,MEOハブ候補,unknown,https://www.aisanform.com/,20260827-service-pages-v3,公式ページで「サンフォームインサツ) このホームページはジンドゥーで作成されました ジンドゥーのクリエイターなら誰でも簡単にホームページを作成できます。レイアウトを選んだら、あとはクリック&タイプでコンテンツを追加するだけ。しかも無料! ジンドゥー(www.jimdo.com/jp/」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
,Detz合同会社,,,,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://homepage-kimete.com/company/detz%e5%90%88%e5%90%8c%e4%bc%9a%e7%a4%be/,,,http://o-saka.net/web,20260827-service-pages-v3,
,Webstrategist LOY,,,,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://homepage-kimete.com/company/webstrategist-loy/,,,https://webstrategist-loy.com,20260827-service-pages-v3,
,なぎねこスタジオ,,,,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://homepage-kimete.com/company/%e3%81%aa%e3%81%8e%e3%81%ad%e3%81%93%e3%82%b9%e3%82%bf%e3%82%b8%e3%82%aa/,,,https://nagi-neconeco.com,20260827-service-pages-v3,
大阪府大阪市北区梅田１丁目１番３－２０００号大阪駅前第３ビル,株式会社現代広告社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/7120001063507,,,https://gendaikoukokusha.jp,20260827-service-pages-v3,
群馬県桐生市相生町１丁目４０４番地２,株式会社関東徽章製作所,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/4070001015755,,,https://kantokisyo.co.jp,20260827-service-pages-v3,
大阪府大阪市中央区南船場１丁目１６番２号,株式会社バロンブルー,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/4120001135903,,,https://baronblue.co.jp/index.html,20260827-service-pages-v3,
山梨県甲府市丸の内１丁目１４番６号,セブンフロンティアラボ株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/4090001002454,,,https://www.yoneya.co.jp,20260827-service-pages-v3,
兵庫県芦屋市精道町１２番４号,アイレーション株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/4140001000601,,,https://ai-lation.jp,20260827-service-pages-v3,
岩手県盛岡市開運橋通３番４１号ダビンチビル,ＫＯＨＯメディア株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/4400001000302,,,https://windcross.co.jp,20260827-service-pages-v3,
大阪府東大阪市渋川町１丁目１４番１４号,平畑紙工株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/4122001006118,,,https://www.hirahatashikou.co.jp/index.html,20260827-service-pages-v3,
神奈川県大和市桜森３丁目５番５号,三和マニュアルシステムズ株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/5020001005099,,,https://www.sanwaprinting.co.jp/index.html,20260827-service-pages-v3,
岡山県岡山市北区下中野３５７番地の１１１,日本テイーエス株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/4260001005019,,,https://nts1.co.jp/w1,20260827-service-pages-v3,
愛知県名古屋市中村区宮塚町１８３番地,株式会社アイワ工芸,B,https://www.sign-aiwa.com/contact/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.sign-aiwa.com/"", ""text"": ""アイワ工芸|名古屋市で戦略的な看板製作による集客アップ 無料相談 MENU CLOSE 看板にできること サービス紹介 戦略的集客デザイン 『超看板屋』 業界ごとの 集客戦略 飲食店事例 接骨院・整骨院・鍼灸""}, {""url"": ""https://www.sign-aiwa.com/"", ""text"": ""のお手伝いをさせて頂きます。 創業1968年から 変わらぬ想い、 変化する戦略 1968年の創業より培ってきた看板製作、外観リノベーションのノウハウにより、 黒字化、求人獲得などさまざまな経営課題を解決します。 30,000件から 導き出す 集客&売上アップのノウハウ 企業様に寄り添う伴""}, {""url"": ""https://www.sign-aiwa.com/"", ""text"": ""きないのが経営者さんの悩みの一つと思... ケーススタディ一覧 WORKS WORKS 施工事例 NEW 新規看板製作 フィットネスクラブ・スポーツジム 【パーソナルジム】ウインドサイン・看板・のぼり施行事例 新規看板製作 店舗・会社 【リサイクルショップ】店舗看板サイン施工事例 展示会""}, {""url"": ""https://www.sign-aiwa.com/"", ""text"": "" 新規看板製作 フィットネスクラブ・スポーツジム 【パーソナルジム】ウインドサイン・看板・のぼり施行事例 新規看板製作 店舗・会社 【リサイクルショップ】店舗看板サイン施工事例 展示会 【展示会】ブース設営事例 新規看板製作 店舗・会社 【EVステーション】店舗看板サイン施工事例 新規看""}, {""url"": ""https://www.sign-aiwa.com/"", ""text"": ""新規看板製作 店舗・会社 【リサイクルショップ】店舗看板サイン施工事例 展示会 【展示会】ブース設営事例 新規看板製作 店舗・会社 【EVステーション】店舗看板サイン施工事例 新規看板製作 不動産販売関連 【不動産会社】店舗看板サイン施工事例 看板リニューアル 店舗・会社 飲食店 【飲食""}]",https://www.sign-aiwa.com/,RECHECK,info@sign-aiwa.com,ADD_ON_HUB,2026-08-27T16:02:12,,unknown,0120416035,signal_only,公式ページの営業連絡制限を確認するまで保留：営業メールはご遠慮 https://www.sign-aiwa.com/contact/,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/2180001029192,MEOハブ候補,signal_only,https://www.sign-aiwa.com/,20260827-service-pages-v3,公式ページで「アイワ工芸|名古屋市で戦略的な看板製作による集客アップ 無料相談 MENU CLOSE 看板にできること サービス紹介 戦略的集客デザイン 『超看板屋』 業界ごとの 集客戦略 飲食店事例 接骨院・整骨院・鍼灸」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
北海道札幌市西区八軒一条東５丁目３番４号,北海道ネクストパッケージ株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/4430001009010,,,https://www.sogopackage.co.jp,20260827-service-pages-v3,
兵庫県神戸市中央区二宮町１丁目１４番１３号,株式会社さくら工芸社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/5140001007884,,,https://www.sakurakougeisya.co.jp/index.html,20260827-service-pages-v3,
北海道札幌市東区苗穂町１４丁目１番６号,株式会社エス・ディーひかり工芸,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/5430001013878,,,https://www.sd-hikari.co.jp,20260827-service-pages-v3,
茨城県常陸大宮市上小瀬２５３６番地１,株式会社栗田製作所,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/6050001026760,,,https://www.kurita-ss.com/index.html,20260827-service-pages-v3,
福岡県福岡市中央区白金１丁目２番２１号Ｗビルディング渡辺通５階,株式会社サンタ・コミュニケーションズ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/5290002027529,,,https://www.santafukuoka.jp,20260827-service-pages-v3,
新潟県新潟市東区木工新町１１９３番地,株式会社文久堂,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/6110001004891,,,https://bunkyudo.com,20260827-service-pages-v3,
大阪府大阪市東成区深江北３丁目８番１４号,株式会社松本美術紙化工業所,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/6120001013660,,,https://www.matsubi.co.jp/index.html,20260827-service-pages-v3,
大阪府堺市北区船堂町２丁２番２号,斗南電装株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/6120101005319,,,https://www.tonamidensou.com,20260827-service-pages-v3,
奈良県磯城郡田原本町大字秦庄４６１番地の１,三和印刷工業株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/6150001011166,,,https://www.sanwainsatsu.co.jp,20260827-service-pages-v3,
福岡県北九州市若松区南二島４丁目１３番１０号,アサヒコム株式会社,B,https://www.asahi-com.co.jp/toiawase.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.asahi-com.co.jp/"", ""text"": ""アサヒコム株式会社(看板製作・施工/北九州)""}]",https://www.asahi-com.co.jp/,RECHECK,,ADD_ON_HUB,2026-08-27T16:02:41,,unknown,,unknown,会社名と看板製作・施工の見出しのみで、店舗販促提案の内容を確認できない。,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/6290801011847,MEOハブ候補,unknown,https://www.asahi-com.co.jp/,20260827-service-pages-v3,公式ページで「アサヒコム株式会社(看板製作・施工/北九州)」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
東京都大田区久が原１丁目１６番８号,美装社図書館製本株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/7010801010000,,,https://www.bisousya.co.jp/index.html,20260827-service-pages-v3,
大阪府大阪市中央区森ノ宮中央２丁目７番２０号,日本ユーザック株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/7120001093454,,,https://www.yusac.com/index.html,20260827-service-pages-v3,
岐阜県大垣市今福町２６４番地１,株式会社インタースペース,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/7200001013206,,,https://www.i-space7.com/index.html,20260827-service-pages-v3,
