_row,company_name,url,old_contact_url,resolved_contact_url,contact_state,contact_evidence,page_title,attempts
243,株式会社ネットクロス,https://net-cross.com,https://net-cross.com/contact/,,unresolved,general_contact_form_unconfirmed,,https://net-cross.com/contact/:no_form | https://net-cross.com/contact/:no_form | https://net-cross.com/contact/:no_form | https://net-cross.com/contact/:no_form | https://net-cross.com/contact/:no_form | https://net-cross.com/contact/:no_form
244,Nadia株式会社,https://nadia-corp.co.jp,https://nadia-corp.co.jp/contact/,https://nadia-corp.co.jp/contact/,valid,html_form:controls=7,お問い合わせ - Nadia株式会社,
245,株式会社ヨシハラ総合企画,https://yoshihara-sogokikaku.co.jp,https://yoshihara-sogokikaku.co.jp/#contact,https://yoshihara-sogokikaku.co.jp/,valid,html_form:controls=7,Home - 株式会社ヨシハラ総合企画,
246,株式会社ツナグデザイン,https://tsunagudesign.co.jp,https://tsunagudesign.co.jp/dlform/,,unresolved,general_contact_form_unconfirmed,,
247,株式会社リールピーク,https://www.reelpeak.co.jp,https://www.reelpeak.co.jp/contact/,,unresolved,general_contact_form_unconfirmed,,https://www.reelpeak.co.jp/contact/:no_form | https://www.reelpeak.co.jp/contact/:no_form | https://www.reelpeak.co.jp/contact/:no_form | https://www.reelpeak.co.jp/contact/:no_form
248,forest株式会社,https://forest-inc.jp,https://forest-inc.jp/contact/retail_tech/,https://forest-inc.jp/contact,valid,html_form:controls=12,お問い合わせ | forest株式会社,
249,株式会社プラスゲート,https://www.plus-gate.co.jp,https://www.plus-gate.co.jp/contact/,https://www.plus-gate.co.jp/contact/,valid,html_form:controls=17,姫路市で厨房・テナント改修に強い工務店｜プラスゲート｜お問い合わせ,
250,山口ネットワークス株式会社,https://www.yamaguchinetworks.co.jp,https://www.yamaguchinetworks.co.jp/contact/,https://www.yamaguchinetworks.co.jp/contact/,valid,html_form:controls=15,お問い合わせ | 山口ネットワークス株式会社,
251,株式会社 CAキャリア,https://ca-digital.jp,https://ca-digital.jp/contact/,https://ca-digital.jp/contact/,valid,html_form:controls=12,お問い合わせ - 【CAdigital】教育・医療機関のデジタル広報支援パートナー,
252,株式会社仁頼,https://jinrai.co.jp,https://jinrai.co.jp/contact/,,unresolved,general_contact_form_unconfirmed,,https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/en/contact/:no_form | https://jinrai.co.jp/blog/news/contact-form-restoration-notice/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/blog/case/case-insurance-agency/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form | https://jinrai.co.jp/contact/:no_form
253,アパッショナート合同会社,https://appassionato.co.jp,https://appassionato.co.jp/contact,https://appassionato.co.jp/contact,valid,html_form:controls=7,お問い合わせ | アパッショナート合同会社【Facebook・Instagram広告運用】,
254,クラシノ株式会社,https://www.kurasino.co.jp,https://www.kurasino.co.jp/contact/,https://www.kurasino.co.jp/contact/,valid,html_form:controls=10,クラシノ株式会社 | CONTACT,
255,株式会社Reskill,https://reskill-japan.com,https://reskill-japan.com/contact/,https://reskill-japan.com/contact/,valid,html_form:controls=5,CONTACT | 株式会社Reskill Japan,
256,株式会社YEEELL,https://yeeell.co.jp,https://yeeell.co.jp/contact/,https://yeeell.co.jp/contact/,valid,html_form:controls=12,CONTACT (企業様)｜プラットフォームカンパニーYEEELL（エール）,
257,株式会社ナハト,https://nahato.co.jp,https://nahato.co.jp/contact,https://nahato.co.jp/contact/,valid,html_form:controls=27,,
258,株式会社sizebook,https://sizebook.co.jp,https://sizebook.co.jp#contact,https://sizebook.co.jp/contact_others.html,valid,html_form:controls=10,協業・営業などのお問い合わせ | 利益拡大にコミットするデジタルマーケティング会社,
259,合同会社アイデアル,https://idl.jp,https://idl.jp/contact,https://idl.jp/contact,valid,html_form:controls=12,お問い合わせ | 合同会社アイデアル,
260,株式会社おやゆび革命,https://yubikaku.com,https://yubikaku.com/contact,https://yubikaku.com/contact,valid,html_form:controls=7,お問い合わせ | 株式会社おやゆび革命,
